Date : 2024-10-19 23:35:17
Directory : c:\Users\admin\source\repos\Silerium_laravel
Total : 262 files,  31961 codes, 17357 comments, 1663 blanks, all 50981 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\admin\source\repos\Silerium_laravel\database\migrations\2024_08_10_162801_change_to_under_reviews.php            | PHP        |         21 |         10 |          4 |         35 |
| c:\Users\admin\source\repos\Silerium_laravel\database\migrations\2024_08_11_085428_user_country_lenght.php                | PHP        |         19 |         10 |          4 |         33 |
| c:\Users\admin\source\repos\Silerium_laravel\database\migrations\2024_08_19_164957_renametotalprice.php                   | PHP        |         19 |         10 |          4 |         33 |
| c:\Users\admin\source\repos\Silerium_laravel\database\migrations\2024_08_26_093708_unique_phone.php                       | PHP        |         19 |         10 |          4 |         33 |
| c:\Users\admin\source\repos\Silerium_laravel\database\migrations\2024_08_26_155619_user_encrypted.php                     | PHP        |         31 |         10 |          4 |         45 |
| c:\Users\admin\source\repos\Silerium_laravel\database\migrations\2024_08_27_064623_user_email_verified_at.php             | PHP        |         21 |         10 |          4 |         35 |
| c:\Users\admin\source\repos\Silerium_laravel\database\migrations\2024_10_15_092225_seller_one_user.php                    | PHP        |         29 |         10 |          4 |         43 |
| c:\Users\admin\source\repos\Silerium_laravel\database\migrations\2024_10_17_111627_products_one_seller.php                | PHP        |         36 |         10 |          4 |         50 |
| c:\Users\admin\source\repos\Silerium_laravel\database\migrations\2024_10_17_145605_fix_products_and_sellers.php           | PHP        |         39 |         10 |          4 |         53 |
| c:\Users\admin\source\repos\Silerium_laravel\database\migrations\2024_10_18_072245_order_change_delete_cascade.php        | PHP        |         25 |         10 |          4 |         39 |
| c:\Users\admin\source\repos\Silerium_laravel\database\migrations\2024_10_18_170248_order_one_seller.php                   | PHP        |         25 |         10 |          4 |         39 |
| c:\Users\admin\source\repos\Silerium_laravel\database\schema\mysql-schema.sql                                             | SQL        |        344 |          0 |          3 |        347 |
| c:\Users\admin\source\repos\Silerium_laravel\database\seeders\CategorySeeder.php                                          | PHP        |         34 |          5 |          4 |         43 |
| c:\Users\admin\source\repos\Silerium_laravel\database\seeders\DatabaseSeeder.php                                          | PHP        |         17 |          6 |          4 |         27 |
| c:\Users\admin\source\repos\Silerium_laravel\database\seeders\ProductSeeder.php                                           | PHP        |         13 |          5 |          4 |         22 |
| c:\Users\admin\source\repos\Silerium_laravel\database\seeders\ProductSpecificationsSeeder.php                             | PHP        |         17 |          5 |          4 |         26 |
| c:\Users\admin\source\repos\Silerium_laravel\database\seeders\RolesSeeder.php                                             | PHP        |         29 |          5 |          4 |         38 |
| c:\Users\admin\source\repos\Silerium_laravel\database\seeders\SubcategorySeeder.php                                       | PHP        |         18 |          5 |          4 |         27 |
| c:\Users\admin\source\repos\Silerium_laravel\database\seeders\UserSeeder.php                                              | PHP        |         14 |          5 |          4 |         23 |
| c:\Users\admin\source\repos\Silerium_laravel\lang\en\auth.php                                                             | PHP        |          6 |         10 |          5 |         21 |
| c:\Users\admin\source\repos\Silerium_laravel\lang\en\pagination.php                                                       | PHP        |          5 |         10 |          5 |         20 |
| c:\Users\admin\source\repos\Silerium_laravel\lang\en\passwords.php                                                        | PHP        |          8 |         10 |          5 |         23 |
| c:\Users\admin\source\repos\Silerium_laravel\lang\en\validation.php                                                       | PHP        |        146 |         30 |          9 |        185 |
| c:\Users\admin\source\repos\Silerium_laravel\lang\ru\http-statuses.php                                                    | PHP        |         82 |          0 |          3 |         85 |
| c:\Users\admin\source\repos\Silerium_laravel\lang\ru\ru.json                                                              | JSON       |        179 |          0 |          1 |        180 |
| c:\Users\admin\source\repos\Silerium_laravel\lang\ru\validation.php                                                       | PHP        |        259 |          0 |          5 |        264 |
| c:\Users\admin\source\repos\Silerium_laravel\package-lock.json                                                            | JSON       |      3,267 |          0 |          1 |      3,268 |
| c:\Users\admin\source\repos\Silerium_laravel\package.json                                                                 | JSON       |         25 |          0 |          1 |         26 |
| c:\Users\admin\source\repos\Silerium_laravel\php_info.php                                                                 | PHP        |          2 |          0 |          0 |          2 |
| c:\Users\admin\source\repos\Silerium_laravel\phpunit.xml                                                                  | XML        |         29 |          0 |          1 |         30 |
| c:\Users\admin\source\repos\Silerium_laravel\postcss.config.js                                                            | JavaScript |         10 |          0 |          1 |         11 |
| c:\Users\admin\source\repos\Silerium_laravel\public\css\site.css                                                          | CSS        |         80 |          0 |         19 |         99 |
| c:\Users\admin\source\repos\Silerium_laravel\public\index.php                                                             | PHP        |         14 |         30 |         12 |         56 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\css\app.css                                                        | CSS        |          2 |          0 |          0 |          2 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\js\app.js                                                          | JavaScript |          8 |          0 |          0 |          8 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\js\bootstrap.js                                                    | JavaScript |          5 |         23 |          8 |         36 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\index.blade.php                                        | PHP        |         43 |          0 |          4 |         47 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\products\delete.blade.php                              | PHP        |         80 |          0 |          2 |         82 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\products\index.blade.php                               | PHP        |         45 |          0 |          1 |         46 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\products\reviews.blade.php                             | PHP        |         72 |          0 |          1 |         73 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\products\update.blade.php                              | PHP        |        113 |          0 |          1 |        114 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\profile.blade.php                                      | PHP        |         64 |          0 |          0 |         64 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\traffic.blade.php                                      | PHP        |          0 |          0 |          1 |          1 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\users\ban.blade.php                                    | PHP        |          0 |          0 |          1 |          1 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\users\delete.blade.php                                 | PHP        |          0 |          0 |          1 |          1 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\users\index.blade.php                                  | PHP        |         40 |          0 |          0 |         40 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\users\orders.blade.php                                 | PHP        |         44 |          0 |          4 |         48 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\users\reviews.blade.php                                | PHP        |         48 |          0 |          3 |         51 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\admin\users\roles.blade.php                                  | PHP        |        117 |          0 |          4 |        121 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\apihome.blade.php                                            | PHP        |         40 |          0 |          1 |         41 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\catalog\addtocart.blade.php                                  | PHP        |         41 |          0 |          3 |         44 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\catalog\product.blade.php                                    | PHP        |        135 |          0 |          2 |        137 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\catalog\products.blade.php                                   | PHP        |         77 |          1 |          8 |         86 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\categories\index.blade.php                                   | PHP        |         26 |          0 |          1 |         27 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\categories\subcategories.blade.php                           | PHP        |         29 |          0 |          3 |         32 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\components\admin-layout.blade.php                            | PHP        |         62 |          0 |          6 |         68 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\components\api-layout.blade.php                              | PHP        |         51 |          0 |          3 |         54 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\components\error.blade.php                                   | PHP        |          3 |          0 |          0 |          3 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\components\errorajax.blade.php                               | PHP        |          1 |          0 |          0 |          1 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\components\filter-form.blade.php                             | PHP        |        171 |          0 |          7 |        178 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\components\layout.blade.php                                  | PHP        |        107 |          0 |          4 |        111 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\components\pagination.blade.php                              | PHP        |          1 |          0 |          0 |          1 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\components\search-form.blade.php                             | PHP        |         58 |          0 |          1 |         59 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\components\seller-layout.blade.php                           | PHP        |         81 |          0 |          5 |         86 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\error.blade.php                                              | PHP        |          6 |          0 |          0 |          6 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\home.blade.php                                               | PHP        |         67 |          0 |          2 |         69 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\pagination\custom.blade.php                                  | PHP        |         49 |          0 |          4 |         53 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\seller\account.blade.php                                     | PHP        |          9 |          0 |          0 |          9 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\seller\auth\login.blade.php                                  | PHP        |         50 |          0 |          1 |         51 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\seller\auth\register.blade.php                               | PHP        |         50 |          0 |          2 |         52 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\seller\index.blade.php                                       | PHP        |          8 |          0 |          0 |          8 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\seller\orders\orders.blade.php                               | PHP        |          2 |          0 |          1 |          3 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\seller\products\create.blade.php                             | PHP        |         86 |          0 |          2 |         88 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\seller\products\delete.blade.php                             | PHP        |         81 |          0 |          2 |         83 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\seller\products\index.blade.php                              | PHP        |         42 |          0 |          1 |         43 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\seller\products\reviews.blade.php                            | PHP        |         38 |          0 |          4 |         42 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\seller\products\update.blade.php                             | PHP        |         96 |          0 |          1 |         97 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\user\auth\forgotpassword.blade.php                           | PHP        |         19 |          0 |          1 |         20 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\user\auth\login.blade.php                                    | PHP        |         73 |          0 |          2 |         75 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\user\auth\register.blade.php                                 | PHP        |         90 |          0 |          4 |         94 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\user\auth\resetpassword.blade.php                            | PHP        |         24 |          0 |          1 |         25 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\user\auth\verifyemail.blade.php                              | PHP        |         16 |          0 |          1 |         17 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\user\auth\verifyphone.blade.php                              | PHP        |         44 |          0 |          3 |         47 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\user\cart.blade.php                                          | PHP        |        123 |          0 |          4 |        127 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\user\editprofile.blade.php                                   | PHP        |         85 |          0 |          4 |         89 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\user\orders\addtocart.blade.php                              | PHP        |         41 |          0 |          3 |         44 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\user\orders\editorder.blade.php                              | PHP        |         38 |          0 |          1 |         39 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\user\orders\ordershistory.blade.php                          | PHP        |         30 |          0 |          1 |         31 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\user\profile.blade.php                                       | PHP        |         64 |          0 |          0 |         64 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\user\review\editreview.blade.php                             | PHP        |         50 |          0 |          0 |         50 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\user\review\reviewproduct.blade.php                          | PHP        |         53 |          0 |          1 |         54 |
| c:\Users\admin\source\repos\Silerium_laravel\resources\views\user\review\userreviews.blade.php                            | PHP        |         66 |          0 |          1 |         67 |
| c:\Users\admin\source\repos\Silerium_laravel\rollup.config.js                                                             | JavaScript |         83 |          0 |          3 |         86 |
| c:\Users\admin\source\repos\Silerium_laravel\routes\api\api.php                                                           | PHP        |         26 |         10 |          4 |         40 |
| c:\Users\admin\source\repos\Silerium_laravel\routes\channels.php                                                          | PHP        |          5 |         10 |          4 |         19 |
| c:\Users\admin\source\repos\Silerium_laravel\routes\console.php                                                           | PHP        |          6 |         10 |          4 |         20 |
| c:\Users\admin\source\repos\Silerium_laravel\routes\web\admin.php                                                         | PHP        |         28 |          0 |          5 |         33 |
| c:\Users\admin\source\repos\Silerium_laravel\routes\web\seller.php                                                        | PHP        |         14 |          0 |          2 |         16 |
| c:\Users\admin\source\repos\Silerium_laravel\routes\web\user.php                                                          | PHP        |         52 |          0 |          3 |         55 |
| c:\Users\admin\source\repos\Silerium_laravel\routes\web\web.php                                                           | PHP        |         17 |         10 |          6 |         33 |
| c:\Users\admin\source\repos\Silerium_laravel\tests\CreatesApplication.php                                                 | PHP        |         13 |          5 |          7 |         25 |
| c:\Users\admin\source\repos\Silerium_laravel\tests\Feature\API\APICategoriesTest.php                                      | PHP        |         12 |          5 |          4 |         21 |
| c:\Users\admin\source\repos\Silerium_laravel\tests\Feature\API\APIProductTest.php                                         | PHP        |        115 |          5 |         26 |        146 |
| c:\Users\admin\source\repos\Silerium_laravel\tests\Feature\API\APISubcategoriesTest.php                                   | PHP        |         62 |          5 |         19 |         86 |
| c:\Users\admin\source\repos\Silerium_laravel\tests\Feature\API\APIUsersTest.php                                           | PHP        |         21 |          5 |          6 |         32 |
| c:\Users\admin\source\repos\Silerium_laravel\tests\Feature\Seller\SellerAuthTest.php                                      | PHP        |         38 |          5 |         13 |         56 |
| c:\Users\admin\source\repos\Silerium_laravel\tests\Feature\User\UserAuthTest.php                                          | PHP        |         39 |          5 |         14 |         58 |
| c:\Users\admin\source\repos\Silerium_laravel\tests\Feature\User\UserCartTest.php                                          | PHP        |         45 |          0 |         14 |         59 |
| c:\Users\admin\source\repos\Silerium_laravel\tests\Feature\User\UserOrderTest.php                                         | PHP        |         46 |          0 |         19 |         65 |
| c:\Users\admin\source\repos\Silerium_laravel\tests\Feature\User\UserReviewTest.php                                        | PHP        |         88 |          5 |         15 |        108 |
| c:\Users\admin\source\repos\Silerium_laravel\tests\TestCase.php                                                           | PHP        |          7 |          0 |          4 |         11 |
| c:\Users\admin\source\repos\Silerium_laravel\vendor\spatie\ignition\resources\compiled\ignition.css                       | CSS        |          1 |          2 |          0 |          3 |
| c:\Users\admin\source\repos\Silerium_laravel\vendor\spatie\ignition\resources\compiled\ignition.js                        | JavaScript |          6 |          0 |          1 |          7 |
| c:\Users\admin\source\repos\Silerium_laravel\vite.config.js                                                               | JavaScript |         21 |          0 |          2 |         23 |
| Total                                                                                                                     |            |     31,961 |     17,357 |      1,663 |     50,981 |
+---------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
